NAME,YEAR,Dist,REG,VOTE,QUOTA,COUNTS,PTOTAL,PSIZE,PARTY,QSHARE,PSHARE,TOPS,LAST,CT1,Ct2,Ct3,Ct4,Ct5,Ct6,Ct7,Ct8,Ct9,Ct10,Ct11,Ct12,Ct13,Ct14,Ct15,Ct16,Ct17,Ct18,Ct19,Ct20,Ct21,Ct22,Ct23,Ct24,Ct25,Ct26,Ct27,Ct28,Ct29,Ct30,Ct31,Ct32,Xt33,Ct34,Ct35,Ct36,Ct37,,,
* Non-Trans. *,1953,7,19832,14150,2359,23,0,0,99,0,0,1218,1218,0,0,0,0,0,14,14,15,23,47,51,61,65,71,83,104,126,782,802,840,840,1045,1218,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"De Trafford Strickland, Cecilia",1953,8,13061,11292,1883,17,818,7.24,11,16.41,37.78,370,0,309,309,309,348,353,353,354,356,367,370,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galea, Manoel J.",1953,8,13061,11292,1883,17,818,7.24,11,2.92,6.72,55,0,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Portelli, Paul",1953,8,13061,11292,1883,17,818,7.24,11,24.11,55.5,815,0,454,454,454,459,462,464,468,470,493,498,790,805,815,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Aquilina, Emmanuela",1953,8,13061,11292,1883,17,4059,35.95,13,2.07,0.96,39,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Azzopardi, Amante",1953,8,13061,11292,1883,17,4059,35.95,13,14.5,6.73,295,0,273,282,283,286,286,295,295,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Camilleri, Anglu",1953,8,13061,11292,1883,17,4059,35.95,13,64.79,30.06,1673,1673,1220,1223,1228,1236,1257,1276,1279,1397,1408,1408,1424,1508,1614,1639,1643,1643,1673,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Camilleri, Anthony",1953,8,13061,11292,1883,17,4059,35.95,13,9.35,4.34,179,0,176,178,178,178,179,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cefai, Guzeppi",1953,8,13061,11292,1883,17,4059,35.95,13,41.26,19.14,1195,1195,777,782,782,782,782,818,826,864,877,883,887,1010,1115,1160,1180,1181,1195,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Debrincat, Lorenzo",1953,8,13061,11292,1883,17,4059,35.95,13,30.96,14.36,1445,1445,583,590,591,591,593,632,693,727,735,746,750,905,1340,1394,1410,1410,1445,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mallia, Vernon Anthony",1953,8,13061,11292,1883,17,4059,35.95,13,31.92,14.81,745,0,601,601,601,601,602,615,615,620,622,699,702,745,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mizzi, Marcell",1953,8,13061,11292,1883,17,4059,35.95,13,20.71,9.61,509,0,390,393,393,394,394,429,434,494,498,507,509,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cauchi, Amabile",1953,8,13061,11292,1883,17,5054,44.76,15,69.15,25.76,1817,1817,1302,1302,1306,1308,1320,1332,1347,1352,1383,1447,1451,1457,1474,1510,1721,1751,1817,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galea, George",1953,8,13061,11292,1883,17,5054,44.76,15,73.34,27.33,1932,1883,1381,1381,1381,1383,1393,1396,1399,1403,1429,1469,1477,1488,1490,1542,1932,1883,1883,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Micallef, John",1953,8,13061,11292,1883,17,5054,44.76,15,37.07,13.81,876,0,698,699,700,701,704,705,716,718,742,804,809,828,831,876,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Refalo, Carmelo",1953,8,13061,11292,1883,17,5054,44.76,15,70.79,26.38,1651,1651,1333,1334,1334,1339,1340,1342,1345,1354,1360,1399,1404,1412,1426,1447,1552,1569,1651,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Saliba, Cikku",1953,8,13061,11292,1883,17,5054,44.76,15,18.06,6.73,343,0,340,340,340,340,340,341,342,342,343,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Buttigieg, Salvu",1953,8,13061,11292,1883,17,974,8.63,19,12.32,23.82,244,0,232,232,232,244,244,244,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Grech, Guzepp",1953,8,13061,11292,1883,17,974,8.63,19,2.97,5.75,56,0,56,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Jones, Henry",1953,8,13061,11292,1883,17,974,8.63,19,36.43,70.43,986,0,686,686,686,718,719,721,845,854,870,871,875,887,888,956,985,986,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Axisa, Joseph Edward",1953,8,13061,11292,1883,17,387,3.43,20,10.89,52.97,308,0,205,210,232,232,307,307,308,308,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Buttigieg, Joseph",1953,8,13061,11292,1883,17,387,3.43,20,7.38,35.92,148,0,139,140,148,148,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Camilleri, Antonio",1953,8,13061,11292,1883,17,387,3.43,20,2.28,11.11,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1953,8,13061,11292,1883,17,0,0,99,0,0,1628,1628,0,2,3,4,17,22,26,33,165,191,214,247,299,768,869,869,1628,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Agius, Carmelo",1955,1,19361,14974,2496,19,7915,52.86,13,19.39,6.12,762,0,484,560,560,561,571,571,573,577,577,603,603,671,675,761,762,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Bonaci, Cikku",1955,1,19361,14974,2496,19,7915,52.86,13,26.72,8.43,3044,2496,667,851,851,851,855,855,855,855,855,887,887,995,999,1200,1203,1835,3044,2496,2496,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Buttigieg, Anton",1955,1,19361,14974,2496,19,7915,52.86,13,14.78,4.66,584,0,369,449,449,449,457,457,457,457,457,493,493,581,584,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Galea, Victor",1955,1,19361,14974,2496,19,7915,52.86,13,7.37,2.33,229,0,184,222,222,222,228,228,228,228,229,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mintoff, Duminku",1955,1,19361,14974,2496,19,7915,52.86,13,134.01,42.26,3345,2496,3345,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Penza, Carmelo",1955,1,19361,14974,2496,19,7915,52.86,13,14.74,4.65,440,0,368,406,406,406,409,410,410,412,412,439,440,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sacco, Henry",1955,1,19361,14974,2496,19,7915,52.86,13,52.68,16.61,2888,2496,1315,1448,1448,1448,1462,1462,1463,1465,1466,1509,1509,1587,1612,1752,1759,1810,2343,2888,2496,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Salinos, Joseph",1955,1,19361,14974,2496,19,7915,52.86,13,44.43,14.01,1785,0,1109,1400,1400,1400,1427,1427,1428,1429,1430,1479,1480,1565,1574,1718,1721,1785,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Schembri, Joseph",1955,1,19361,14974,2496,19,7915,52.86,13,2.97,0.94,78,0,74,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg Olivier, Giorgio",1955,1,19361,14974,2496,19,6558,43.8,15,103.89,39.54,2593,2496,2593,2593,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Camilleri, Benedict",1955,1,19361,14974,2496,19,6558,43.8,15,65.02,24.75,2380,2380,1623,1624,1675,1677,1679,1711,1776,1854,1868,1869,1961,1968,2106,2110,2376,2377,2378,2379,2380,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Caruana, Emanuel",1955,1,19361,14974,2496,19,6558,43.8,15,6.21,2.36,175,0,155,155,158,160,161,170,175,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mizzi, Edgar",1955,1,19361,14974,2496,19,6558,43.8,15,4.49,1.71,115,0,112,112,115,115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Pace, Paolo",1955,1,19361,14974,2496,19,6558,43.8,15,53.53,20.37,1933,1933,1336,1339,1371,1373,1373,1406,1442,1507,1511,1516,1600,1601,1665,1666,1925,1925,1931,1933,1933,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Portelli, Joseph",1955,1,19361,14974,2496,19,6558,43.8,15,5.93,2.26,156,0,148,148,150,150,150,156,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Ragonesi, Giuseppe",1955,1,19361,14974,2496,19,6558,43.8,15,9.05,3.45,268,0,226,226,229,230,230,242,254,264,268,268,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Schembri Adami, Guze",1955,1,19361,14974,2496,19,6558,43.8,15,14.62,5.57,598,0,365,366,369,369,370,391,422,431,438,439,517,517,598,598,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Sceberras Trigona, Alex",1955,1,19361,14974,2496,19,501,3.35,20,7.61,37.92,205,0,190,190,190,202,202,202,203,205,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Scicluna, Toni",1955,1,19361,14974,2496,19,501,3.35,20,1.68,8.38,42,0,42,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Vassallo, Joseph George",1955,1,19361,14974,2496,19,501,3.35,20,10.78,53.69,471,0,269,269,269,290,291,291,292,292,462,465,470,471,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1955,1,19361,14974,2496,19,0,0,99,0,0,677,677,0,0,0,1,2,3,4,6,9,15,22,26,169,177,236,250,286,286,677,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Barbara, Agatha",1955,2,23339,19086,3182,15,13492,70.69,13,79.86,18.83,3727,3182,2541,2665,2668,2670,2872,2873,3014,3016,3068,3072,3079,3085,3727,3182,3182,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Boffa, Anglu",1955,2,23339,19086,3182,15,13492,70.69,13,33.25,7.84,1453,0,1058,1118,1119,1124,1179,1179,1359,1361,1441,1444,1451,1453,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Dalli, Nazareno",1955,2,23339,19086,3182,15,13492,70.69,13,17.51,4.13,621,0,557,586,586,588,621,621,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Ellul Galea, Karmenu",1955,2,23339,19086,3182,15,13492,70.69,13,12.7,2.99,422,0,404,418,419,422,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Laiviera, Nestu",1955,2,23339,19086,3182,15,13492,70.69,13,56.25,13.27,3290,3182,1790,2156,2157,2158,2226,2228,2431,2431,2575,2596,2597,2602,3290,3290,3182,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mintoff, Duminku",1955,2,23339,19086,3182,15,13492,70.69,13,131.99,31.13,4200,3182,4200,3182,3182,3182,3182,3182,3182,3182,3182,3182,3182,3182,3182,3182,3182,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Piscopo, Daniel",1955,2,23339,19086,3182,15,13492,70.69,13,74.01,17.46,3210,3182,2355,2756,2756,2757,2783,2784,2858,2859,3210,3182,3182,3182,3182,3182,3182,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Raimondo, John",1955,2,23339,19086,3182,15,13492,70.69,13,18.45,4.35,652,0,587,607,607,610,636,636,652,652,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Andrews, David",1955,2,23339,19086,3182,15,5594,29.31,15,21.21,12.07,829,0,675,675,686,707,707,733,733,829,829,829,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Caruana, Carmelo",1955,2,23339,19086,3182,15,5594,29.31,15,14.9,8.47,632,0,474,474,488,609,609,632,632,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cassar Galea, Joseph F.",1955,2,23339,19086,3182,15,5594,29.31,15,32.78,18.65,2705,2705,1043,1044,1054,1116,1116,1147,1148,1412,1414,1414,2009,2666,2694,2699,2705,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Catania, Espedito",1955,2,23339,19086,3182,15,5594,29.31,15,24.51,13.94,1376,0,780,780,811,831,835,1204,1204,1306,1306,1306,1376,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Fsadni, Henry",1955,2,23339,19086,3182,15,5594,29.31,15,11.06,6.29,356,0,352,352,356,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Grech, Carmela",1955,2,23339,19086,3182,15,5594,29.31,15,15.56,8.85,565,0,495,495,525,565,565,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Muscat, Victor",1955,2,23339,19086,3182,15,5594,29.31,15,8.11,4.61,260,0,258,260,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Paris, Antonio",1955,2,23339,19086,3182,15,5594,29.31,15,47.67,27.12,2886,2886,1517,1518,1670,1744,1748,1856,1859,2021,2040,2040,2180,2859,2873,2879,2886,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1955,2,23339,19086,3182,15,0,0,99,0,0,767,767,0,0,2,3,7,11,14,17,21,21,30,57,138,672,767,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Attard Bezzina, Emanuel",1955,3,17119,14369,2395,12,9493,66.07,13,76.95,19.41,2225,2225,1843,1843,1843,1844,1846,1848,1850,1850,1851,1893,2169,2225,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Borg, George",1955,3,17119,14369,2395,12,9493,66.07,13,73.03,18.42,2484,2484,1749,1749,1750,1750,1750,1753,1755,1756,1757,2084,2394,2484,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cassar, Joseph",1955,3,17119,14369,2395,12,9493,66.07,13,90.98,22.95,2409,2409,2179,2186,2186,2186,2186,2186,2189,2189,2192,2293,2409,2409,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cole, John J.",1955,3,17119,14369,2395,12,9493,66.07,13,85.6,21.6,2541,2395,2050,2051,2051,2052,2053,2053,2056,2057,2057,2136,2541,2395,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Dalli, Gio. Maria",1955,3,17119,14369,2395,12,9493,66.07,13,28.6,7.22,688,0,685,685,685,685,685,685,687,688,688,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Dalli, Nazareno",1955,3,17119,14369,2395,12,9493,66.07,13,41.21,10.4,1119,0,987,988,988,988,988,988,989,990,991,1119,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cachia Zammit, Alexander",1955,3,17119,14369,2395,12,4876,33.93,15,98.62,48.44,2438,2395,2362,2369,2384,2438,2395,2395,2395,2395,2395,2395,2395,2395,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Caruana, Carmelo",1955,3,17119,14369,2395,12,4876,33.93,15,82.34,40.44,2407,2395,1972,1980,2007,2017,2032,2083,2142,2407,2395,2395,2395,2395,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Cassar Galea, Joseph F.",1955,3,17119,14369,2395,12,4876,33.93,15,4.09,2.01,112,0,98,98,98,100,101,112,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Debono, Thomas",1955,3,17119,14369,2395,12,4876,33.93,15,3.55,1.74,87,0,85,85,87,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Farrugia, Paolo",1955,3,17119,14369,2395,12,4876,33.93,15,7.85,3.86,297,0,188,192,195,211,235,261,297,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Fsadni, Henry",1955,3,17119,14369,2395,12,4876,33.93,15,2.09,1.03,53,0,50,53,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Mamo, Walter",1955,3,17119,14369,2395,12,4876,33.93,15,1.29,0.64,31,0,31,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Paris, Antonio",1955,3,17119,14369,2395,12,4876,33.93,15,3.76,1.85,97,0,90,90,95,97,97,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
* Non-Trans. *,1955,3,17119,14369,2395,12,0,0,99,0,0,66,66,0,0,0,1,1,5,9,37,43,54,66,66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Abela, Joseph",1955,4,17715,14915,2486,10,7380,49.48,13,79.61,26.82,2499,2486,1979,2053,2107,2112,2469,2484,2499,2499,2486,2486,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
"Aquilina, Emanuel J.",1955,4,17715,14915,2486,10,7380,49.48,13,3.58,1.21,94,0,89,94,0,0,0,0,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
